ExperimentTitle,SampleName,SampleDescription,SequencingDate,FileName,FileLocation
Seasonal Root and Needle Transcriptomics 2012,P1169_208,Needles.5_year.August.16B,2014-07-30,8_140730_BC494LACXX_P1169_208_1.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_208/140730_BC494LACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_208,Needles.5_year.August.16B,2014-07-30,8_140730_BC494LACXX_P1169_208_2.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_208/140730_BC494LACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_209,Needles.5_year.August.16B,2014-07-30,8_140730_BC494LACXX_P1169_209_1.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_209/140730_BC494LACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_209,Needles.5_year.August.16B,2014-07-30,8_140730_BC494LACXX_P1169_209_2.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_209/140730_BC494LACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_210,Needles.5_year.October.16B,2014-07-30,8_140730_BC494LACXX_P1169_210_1.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_210/140730_BC494LACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_210,Needles.5_year.October.16B,2014-07-30,8_140730_BC494LACXX_P1169_210_2.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_210/140730_BC494LACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_211,Needles.5_year.October.16B,2014-07-30,8_140730_BC494LACXX_P1169_211_1.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_211/140730_BC494LACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_211,Needles.5_year.October.16B,2014-07-30,8_140730_BC494LACXX_P1169_211_2.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_211/140730_BC494LACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_212,Needles.5_year.October.16B,2014-07-30,8_140730_BC494LACXX_P1169_212_1.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_212/140730_BC494LACXX
Seasonal Root and Needle Transcriptomics 2012,P1169_212,Needles.5_year.October.16B,2014-07-30,8_140730_BC494LACXX_P1169_212_2.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_02/P1169_212/140730_BC494LACXX
Seasonal Root and Needle Transcriptomics 2012,P1798_167,Needles.5_year.August.12B,2015-01-15,7_150115_BC6L4PANXX_P1798_167_1.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_05/P1798_167/150115_BC6L4PANXX
Seasonal Root and Needle Transcriptomics 2012,P1798_167,Needles.5_year.August.12B,2015-01-15,7_150115_BC6L4PANXX_P1798_167_2.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_05/P1798_167/150115_BC6L4PANXX
Seasonal Root and Needle Transcriptomics 2012,P1798_178,Needles.25_year.Late_June.13B,2015-01-15,7_150115_BC6L4PANXX_P1798_178_1.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_05/P1798_178/150115_BC6L4PANXX
Seasonal Root and Needle Transcriptomics 2012,P1798_178,Needles.25_year.Late_June.13B,2015-01-15,7_150115_BC6L4PANXX_P1798_178_2.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/Flakaliden-needles/V.Hurry_14_05/P1798_178/150115_BC6L4PANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_301,Roots.25_year.Early_June.1A,2017-06-13,P7151_301_S37_L003_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_301/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_301,Roots.25_year.Early_June.1A,2017-06-13,P7151_301_S37_L003_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_301/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_302,Roots.25_year.Early_June.1A,2017-06-13,P7151_302_S38_L003_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_302/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_302,Roots.25_year.Early_June.1A,2017-06-13,P7151_302_S38_L003_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_302/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_303,Roots.25_year.Early_June.1A,2017-06-13,P7151_303_S39_L003_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_303/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_303,Roots.25_year.Early_June.1A,2017-06-13,P7151_303_S39_L003_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_303/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_304,Roots.25_year.Late_June.1A,2017-06-13,P7151_304_S54_L004_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_304/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_304,Roots.25_year.Late_June.1A,2017-06-13,P7151_304_S54_L004_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_304/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_305,Roots.25_year.Late_June.1A,2017-06-13,P7151_305_S55_L004_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_305/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_305,Roots.25_year.Late_June.1A,2017-06-13,P7151_305_S55_L004_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_305/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_306,Roots.25_year.Late_June.1A,2017-06-13,P7151_306_S56_L004_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_306/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_306,Roots.25_year.Late_June.1A,2017-06-13,P7151_306_S56_L004_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_306/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_307,Roots.25_year.August.1A,2017-06-13,P7151_307_S57_L004_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_307/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_307,Roots.25_year.August.1A,2017-06-13,P7151_307_S57_L004_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_307/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_308,Roots.25_year.August.1A,2017-06-13,P7151_308_S58_L004_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_308/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_308,Roots.25_year.August.1A,2017-06-13,P7151_308_S58_L004_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_308/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_309,Roots.25_year.August.1A,2017-06-13,P7151_309_S40_L003_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_309/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_309,Roots.25_year.August.1A,2017-06-13,P7151_309_S40_L003_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_309/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_310,Roots.25_year.October.1A,2017-06-13,P7151_310_S41_L003_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_310/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_310,Roots.25_year.October.1A,2017-06-13,P7151_310_S41_L003_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_310/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_311,Roots.25_year.October.1A,2017-06-13,P7151_311_S42_L003_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_311/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_311,Roots.25_year.October.1A,2017-06-13,P7151_311_S42_L003_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_311/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_312,Roots.25_year.October.1A,2017-06-13,P7151_312_S19_L002_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_312/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_312,Roots.25_year.October.1A,2017-06-13,P7151_312_S19_L002_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_312/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_313,Roots.5_year.Early_June.3B,2017-06-13,P7151_313_S20_L002_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_313/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_313,Roots.5_year.Early_June.3B,2017-06-13,P7151_313_S20_L002_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_313/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_314,Roots.5_year.Early_June.3B,2017-06-13,P7151_314_S21_L002_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_314/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_314,Roots.5_year.Early_June.3B,2017-06-13,P7151_314_S21_L002_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_314/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_315,Roots.5_year.Early_June.3B,2017-06-13,P7151_315_S22_L002_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_315/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_315,Roots.5_year.Early_June.3B,2017-06-13,P7151_315_S22_L002_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_315/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_316,Roots.5_year.Late_June.3B,2017-06-13,P7151_316_S23_L002_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_316/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_316,Roots.5_year.Late_June.3B,2017-06-13,P7151_316_S23_L002_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_316/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_317,Roots.5_year.Late_June.3B,2017-06-13,P7151_317_S1_L001_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_317/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_317,Roots.5_year.Late_June.3B,2017-06-13,P7151_317_S1_L001_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_317/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_318,Roots.5_year.Late_June.3B,2017-06-13,P7151_318_S2_L001_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_318/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_318,Roots.5_year.Late_June.3B,2017-06-13,P7151_318_S2_L001_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_318/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_319,Roots.5_year.August.3B,2017-06-13,P7151_319_S3_L001_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_319/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_319,Roots.5_year.August.3B,2017-06-13,P7151_319_S3_L001_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_319/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_320,Roots.5_year.August.3B,2017-06-13,P7151_320_S24_L002_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_320/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_320,Roots.5_year.August.3B,2017-06-13,P7151_320_S24_L002_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_320/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_321,Roots.5_year.August.3B,2017-06-13,P7151_321_S25_L002_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_321/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_321,Roots.5_year.August.3B,2017-06-13,P7151_321_S25_L002_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_321/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_322,Roots.5_year.October.3B,2017-06-13,P7151_322_S26_L002_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_322/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_322,Roots.5_year.October.3B,2017-06-13,P7151_322_S26_L002_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_322/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_323,Roots.5_year.October.3B,2017-06-13,P7151_323_S27_L002_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_323/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_323,Roots.5_year.October.3B,2017-06-13,P7151_323_S27_L002_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_323/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_324,Roots.5_year.October.3B,2017-06-13,P7151_324_S28_L002_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_324/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_324,Roots.5_year.October.3B,2017-06-13,P7151_324_S28_L002_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_324/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_325,Roots.Control.Early_June.4A,2017-06-13,P7151_325_S4_L001_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_325/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_325,Roots.Control.Early_June.4A,2017-06-13,P7151_325_S4_L001_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_325/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_326,Roots.Control.Early_June.4A,2017-06-13,P7151_326_S5_L001_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_326/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_326,Roots.Control.Early_June.4A,2017-06-13,P7151_326_S5_L001_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_326/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_327,Roots.Control.Early_June.4A,2017-06-13,P7151_327_S6_L001_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_327/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_327,Roots.Control.Early_June.4A,2017-06-13,P7151_327_S6_L001_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_327/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_328,Roots.Control.Late_June.4A,2017-06-13,P7151_328_S29_L002_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_328/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_328,Roots.Control.Late_June.4A,2017-06-13,P7151_328_S29_L002_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_328/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_329,Roots.Control.Late_June.4A,2017-06-13,P7151_329_S30_L002_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_329/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_329,Roots.Control.Late_June.4A,2017-06-13,P7151_329_S30_L002_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_329/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_330,Roots.Control.Late_June.4A,2017-06-13,P7151_330_S31_L002_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_330/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_330,Roots.Control.Late_June.4A,2017-06-13,P7151_330_S31_L002_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_330/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_331,Roots.Control.August.4A,2017-06-13,P7151_331_S43_L003_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_331/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_331,Roots.Control.August.4A,2017-06-13,P7151_331_S43_L003_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_331/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_332,Roots.Control.August.4A,2017-06-13,P7151_332_S44_L003_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_332/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_332,Roots.Control.August.4A,2017-06-13,P7151_332_S44_L003_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_332/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_333,Roots.Control.August.4A,2017-06-13,P7151_333_S7_L001_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_333/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_333,Roots.Control.August.4A,2017-06-13,P7151_333_S7_L001_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_333/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_334,Roots.Control.October.4A,2017-06-13,P7151_334_S8_L001_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_334/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_334,Roots.Control.October.4A,2017-06-13,P7151_334_S8_L001_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_334/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_335,Roots.Control.October.4A,2017-06-13,P7151_335_S9_L001_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_335/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_335,Roots.Control.October.4A,2017-06-13,P7151_335_S9_L001_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_335/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_336,Roots.Control.October.4A,2017-06-13,P7151_336_S59_L004_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_336/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_336,Roots.Control.October.4A,2017-06-13,P7151_336_S59_L004_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_336/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_337,Roots.Control.Early_June.6A,2017-06-13,P7151_337_S60_L004_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_337/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_337,Roots.Control.Early_June.6A,2017-06-13,P7151_337_S60_L004_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_337/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_338,Roots.Control.Early_June.6A,2017-06-13,P7151_338_S61_L004_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_338/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_338,Roots.Control.Early_June.6A,2017-06-13,P7151_338_S61_L004_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_338/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_339,Roots.Control.Early_June.6A,2017-06-13,P7151_339_S62_L004_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_339/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_339,Roots.Control.Early_June.6A,2017-06-13,P7151_339_S62_L004_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_339/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_340,Roots.Control.Late_June.6A,2017-06-13,P7151_340_S63_L004_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_340/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_340,Roots.Control.Late_June.6A,2017-06-13,P7151_340_S63_L004_R2_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_340/02-FASTQ/170613_D00483_0221_BCB18HANXX
Seasonal Root and Needle Transcriptomics 2012,P7151_341,Roots.Control.Late_June.6A,2017-06-13,P7151_341_S10_L001_R1_001.fastq.gz,/mnt/picea/storage/data/spruce/vhurry/spruce-flakaliden-root-2012/P7151/P7151_341/02-FASTQ/170613_D00483_0221_BCB18HANXX
